"Kunta","Vuosi","Kuntien tunnusluvut"
"Mikkeli",1990,31777
"Mikkeli",1991,31879
"Mikkeli",1992,32166
"Mikkeli",1993,32394
"Mikkeli",1994,32581
"Mikkeli",1995,32812
"Mikkeli",2004,46531
"Mikkeli",2005,46514
"Mikkeli",2006,46567
"Mikkeli",2007,48720
"Mikkeli",2008,48676
"Mikkeli",2009,48688
"Mikkeli",2010,48751
"Mikkeli",2011,48907
"Mikkeli",2012,48972
"Mikkeli",2013,54635
"Mikkelin mlk",1986,11072
"Mikkelin mlk",1987,11131
"Mikkelin mlk",1988,11207
"Mikkelin mlk",1989,11308
"Mikkelin mlk",1990,11505
"Mikkelin mlk",1991,11551
"Mikkelin mlk",1992,11646
"Mikkelin mlk",1993,11908
"Mikkelin mlk",1994,11951
"Mikkelin mlk",1995,11972
"Mikkelin mlk",2004,0
"Mikkelin mlk",2005,0
"Mikkelin mlk",2006,0
"Mikkelin mlk",2007,0
"Mikkelin mlk",2008,0
"Mikkelin mlk",2009,0
"Mikkelin mlk",2010,0
"Mikkelin mlk",2011,0
"Mikkelin mlk",2012,0
"Mikkelin mlk",2013,0
"Mouhijärvi",1986,2845
"Mouhijärvi",1987,2852
"Mouhijärvi",1988,2845
"Mouhijärvi",1989,2863
"Mouhijärvi",1990,2870
"Mouhijärvi",1991,2878
"Mouhijärvi",1992,2893
"Mouhijärvi",1993,2926
"Mouhijärvi",1994,2883
"Mouhijärvi",1995,2911
"Mouhijärvi",2004,2998
"Mouhijärvi",2005,3014
"Mouhijärvi",2006,3036
"Mouhijärvi",2007,3064
"Mouhijärvi",2008,3096
"Mouhijärvi",2009,0
"Mouhijärvi",2010,0
"Mouhijärvi",2011,0
"Mouhijärvi",2012,0
"Mouhijärvi",2013,0
"Muhos",1986,7129
"Muhos",1987,7157
"Muhos",1988,7221
"Muhos",1989,7375
"Muhos",1990,7441
"Muhos",1991,7525
"Muhos",1992,7650
"Muhos",1993,7864
"Muhos",1994,7828
"Muhos",1995,7875
"Muhos",2004,8191
"Muhos",2005,8240
"Muhos",2006,8472
"Muhos",2007,8646
"Muhos",2008,8751
"Muhos",2009,8856
"Muhos",2010,8857
"Muhos",2011,8909
"Muhos",2012,8948
"Muhos",2013,8998
"Multia",1986,2521
"Multia",1987,2495
"Multia",1988,2469
"Multia",1989,2421
"Multia",1990,2434
"Multia",1991,2406
"Multia",1992,2383
"Multia",1993,2352
"Multia",1994,2271
"Multia",1995,2229
"Multia",2004,2036
"Multia",2005,2020
"Multia",2006,1994
"Multia",2007,1963
"Multia",2008,1953
"Multia",2009,1919
"Multia",2010,1890
"Multia",2011,1847
"Multia",2012,1816
"Multia",2013,1777
"Muonio",1986,2879
"Muonio",1987,2853
"Muonio",1988,2836
"Muonio",1989,2859
"Muonio",1990,2857
"Muonio",1991,2840
"Muonio",1992,2819
"Muonio",1993,2806
"Muonio",1994,2758
"Muonio",1995,2698
"Muonio",2004,2442
"Muonio",2005,2418
"Muonio",2006,2403
"Muonio",2007,2363
"Muonio",2008,2360
"Muonio",2009,2377
"Muonio",2010,2401
"Muonio",2011,2369
"Muonio",2012,2394
"Muonio",2013,2383
"Mustasaari",1986,15188
"Mustasaari",1987,15463
"Mustasaari",1988,15708
"Mustasaari",1989,15798
"Mustasaari",1990,15976
"Mustasaari",1991,16126
"Mustasaari",1992,16139
"Mustasaari",1993,16261
"Mustasaari",1994,16294
"Mustasaari",1995,16307
"Mustasaari",2004,17240
"Mustasaari",2005,17369
"Mustasaari",2006,17641
"Mustasaari",2007,17936
"Mustasaari",2008,18112
"Mustasaari",2009,18338
"Mustasaari",2010,18637
"Mustasaari",2011,18868
"Mustasaari",2012,19012
"Mustasaari",2013,19153
"Muurame",1986,5719
"Muurame",1987,5827
"Muurame",1988,5993
"Muurame",1989,6133
"Muurame",1990,6353
"Muurame",1991,6582
"Muurame",1992,6834
"Muurame",1993,7074
"Muurame",1994,7157
"Muurame",1995,7254
"Muurame",2004,8597
"Muurame",2005,8672
"Muurame",2006,8881
"Muurame",2007,8990
"Muurame",2008,9178
"Muurame",2009,9231
"Muurame",2010,9256
"Muurame",2011,9438
"Muurame",2012,9569
"Muurame",2013,9572
"Muurla",1986,1352
"Muurla",1987,1362
"Muurla",1988,1367
"Muurla",1989,1368
"Muurla",1990,1364
"Muurla",1991,1332
"Muurla",1992,1364
"Muurla",1993,1382
"Muurla",1994,1398
"Muurla",1995,1431
"Muurla",2004,1455
"Muurla",2005,1461
"Muurla",2006,1533
"Muurla",2007,1553
"Muurla",2008,1562
"Muurla",2009,0
"Muurla",2010,0
"Muurla",2011,0
"Muurla",2012,0
"Muurla",2013,0
"Mynämäki",1986,5872
"Mynämäki",1987,5924
"Mynämäki",1988,5940
"Mynämäki",1989,5952
"Mynämäki",1990,6041
"Mynämäki",1991,6052
"Mynämäki",1992,6065
"Mynämäki",1993,6197
"Mynämäki",1994,6173
"Mynämäki",1995,6155
"Mynämäki",2004,6334
"Mynämäki",2005,6342
"Mynämäki",2006,6318
"Mynämäki",2007,8031
"Mynämäki",2008,8026
"Mynämäki",2009,8039
"Mynämäki",2010,8041
"Mynämäki",2011,8044
"Mynämäki",2012,7978
"Mynämäki",2013,7950
"Myrskylä",1986,1997
"Myrskylä",1987,1978
"Myrskylä",1988,1980
"Myrskylä",1989,2016
"Myrskylä",1990,2050
"Myrskylä",1991,2095
"Myrskylä",1992,2066
"Myrskylä",1993,2054
"Myrskylä",1994,2051
"Myrskylä",1995,2040
"Myrskylä",2004,2036
"Myrskylä",2005,2033
"Myrskylä",2006,2050
"Myrskylä",2007,2026
"Myrskylä",2008,2010
"Myrskylä",2009,2021
"Myrskylä",2010,2006
"Myrskylä",2011,2008
"Myrskylä",2012,1992
"Myrskylä",2013,1987
"Naantali",1986,10257
"Naantali",1987,10464
"Naantali",1988,10704
"Naantali",1989,11137
"Naantali",1990,11288
"Naantali",1991,11342
"Naantali",1992,11572
"Naantali",1993,12065
"Naantali",1994,12276
"Naantali",1995,12412
"Naantali",2004,13818
"Naantali",2005,13960
"Naantali",2006,14072
"Naantali",2007,14109
"Naantali",2008,14306
"Naantali",2009,18544
"Naantali",2010,18626
"Naantali",2011,18871
"Naantali",2012,18824
"Naantali",2013,18859
"Nakkila",1986,6441
"Nakkila",1987,6435
"Nakkila",1988,6378
"Nakkila",1989,6409
"Nakkila",1990,6351
"Nakkila",1991,6392
"Nakkila",1992,6352
"Nakkila",1993,6313
"Nakkila",1994,6278
"Nakkila",1995,6186
"Nakkila",2004,5859
"Nakkila",2005,5832
"Nakkila",2006,5768
"Nakkila",2007,5758
"Nakkila",2008,5782
"Nakkila",2009,5716
"Nakkila",2010,5788
"Nakkila",2011,5780
"Nakkila",2012,5747
"Nakkila",2013,5706
"Närpiö",1986,10710
"Närpiö",1987,10652
"Närpiö",1988,10575
"Närpiö",1989,10571
"Närpiö",1990,10532
"Närpiö",1991,10485
"Närpiö",1992,10425
"Närpiö",1993,10298
"Närpiö",1994,10296
"Närpiö",1995,10234
"Närpiö",2004,9515
"Närpiö",2005,9463
"Närpiö",2006,9432
"Närpiö",2007,9443
"Närpiö",2008,9505
"Närpiö",2009,9464
"Närpiö",2010,9435
"Närpiö",2011,9412
"Närpiö",2012,9380
"Närpiö",2013,9335
"Nastola",1986,14463
"Nastola",1987,14515
"Nastola",1988,14626
"Nastola",1989,14823
"Nastola",1990,15053
"Nastola",1991,15116
"Nastola",1992,15294
"Nastola",1993,15142
"Nastola",1994,15061
"Nastola",1995,14919
"Nastola",2004,14789
"Nastola",2005,14790
"Nastola",2006,14871
"Nastola",2007,15007
"Nastola",2008,15044
"Nastola",2009,15065
"Nastola",2010,14994
"Nastola",2011,15027
"Nastola",2012,15082
"Nastola",2013,14985
"Nauvo",1986,1461
"Nauvo",1987,1447
"Nauvo",1988,1439
"Nauvo",1989,1448
"Nauvo",1990,1434
"Nauvo",1991,1433
"Nauvo",1992,1460
"Nauvo",1993,1463
"Nauvo",1994,1467
"Nauvo",1995,1444
"Nauvo",2004,1443
"Nauvo",2005,1429
"Nauvo",2006,1454
"Nauvo",2007,1461
"Nauvo",2008,1427
"Nauvo",2009,0
"Nauvo",2010,0
"Nauvo",2011,0
"Nauvo",2012,0
"Nauvo",2013,0
"Nilsiä",1986,7851
"Nilsiä",1987,7799
"Nilsiä",1988,7755
"Nilsiä",1989,7737
"Nilsiä",1990,7665
"Nilsiä",1991,7592
"Nilsiä",1992,7552
"Nilsiä",1993,7463
"Nilsiä",1994,7388
"Nilsiä",1995,7326
"Nilsiä",2004,6587
"Nilsiä",2005,6595
"Nilsiä",2006,6547
"Nilsiä",2007,6537
"Nilsiä",2008,6505
"Nilsiä",2009,6521
"Nilsiä",2010,6540
"Nilsiä",2011,6499
"Nilsiä",2012,6487
"Nilsiä",2013,0
"Nivala",1986,11025
"Nivala",1987,11109
"Nivala",1988,11173
"Nivala",1989,11205
"Nivala",1990,11232
"Nivala",1991,11239
"Nivala",1992,11345
"Nivala",1993,11432
"Nivala",1994,11410
"Nivala",1995,11379
"Nivala",2004,10839
"Nivala",2005,10889
"Nivala",2006,10950
"Nivala",2007,10976
"Nivala",2008,10984
"Nivala",2009,11023
"Nivala",2010,11025
"Nivala",2011,11051
"Nivala",2012,10985
"Nivala",2013,10942
"Nokia",1986,24309
"Nokia",1987,24549
"Nokia",1988,24825
"Nokia",1989,25330
"Nokia",1990,25811
"Nokia",1991,26076
"Nokia",1992,26171
"Nokia",1993,26318
"Nokia",1994,26318
"Nokia",1995,26287
"Nokia",2004,28604
"Nokia",2005,29147
"Nokia",2006,29740
"Nokia",2007,30485
"Nokia",2008,30951
"Nokia",2009,31357
"Nokia",2010,31647
"Nokia",2011,32056
"Nokia",2012,32354
"Nokia",2013,32690
"Noormarkku",1986,5983
"Noormarkku",1987,6011
"Noormarkku",1988,6042
"Noormarkku",1989,6032
"Noormarkku",1990,6171
"Noormarkku",1991,6287
"Noormarkku",1992,6361
"Noormarkku",1993,6459
"Noormarkku",1994,6425
"Noormarkku",1995,6390
"Noormarkku",2004,6121
"Noormarkku",2005,6116
"Noormarkku",2006,6109
"Noormarkku",2007,6158
"Noormarkku",2008,6125
"Noormarkku",2009,6155
"Noormarkku",2010,0
"Noormarkku",2011,0
"Noormarkku",2012,0
"Noormarkku",2013,0
"Nousiainen",1986,3641
"Nousiainen",1987,3679
"Nousiainen",1988,3732
"Nousiainen",1989,3812
"Nousiainen",1990,3908
"Nousiainen",1991,4002
"Nousiainen",1992,4046
"Nousiainen",1993,4087
"Nousiainen",1994,4076
"Nousiainen",1995,4104
"Nousiainen",2004,4425
"Nousiainen",2005,4518
"Nousiainen",2006,4633
"Nousiainen",2007,4763
"Nousiainen",2008,4809
"Nousiainen",2009,4824
"Nousiainen",2010,4865
"Nousiainen",2011,4814
"Nousiainen",2012,4846
"Nousiainen",2013,4872
"Nummi-pusula",1986,5360
"Nummi-pusula",1987,5356
"Nummi-pusula",1988,5376
"Nummi-pusula",1989,5475
"Nummi-pusula",1990,5608
"Nummi-pusula",1991,5710
"Nummi-pusula",1992,5769
"Nummi-pusula",1993,5733
"Nummi-pusula",1994,5791
"Nummi-pusula",1995,5823
"Nummi-pusula",2004,0
"Nummi-pusula",2005,0
"Nummi-pusula",2006,0
"Nummi-pusula",2007,0
"Nummi-pusula",2008,0
"Nummi-pusula",2009,0
"Nummi-pusula",2010,0
"Nummi-pusula",2011,0
"Nummi-pusula",2012,0
"Nummi-pusula",2013,0
"Nummi-Pusula",1986,0
"Nummi-Pusula",1987,0
"Nummi-Pusula",1988,0
"Nummi-Pusula",1989,0
"Nummi-Pusula",1990,0
"Nummi-Pusula",1991,0
"Nummi-Pusula",1992,0
"Nummi-Pusula",1993,0
"Nummi-Pusula",1994,0
"Nummi-Pusula",1995,0
"Nummi-Pusula",2004,5912
"Nummi-Pusula",2005,6002
"Nummi-Pusula",2006,5966
"Nummi-Pusula",2007,6029
"Nummi-Pusula",2008,6013
"Nummi-Pusula",2009,6125
"Nummi-Pusula",2010,6134
"Nummi-Pusula",2011,6156
"Nummi-Pusula",2012,6186
"Nummi-Pusula",2013,0
"Nurmes",1986,11398
"Nurmes",1987,11325
"Nurmes",1988,11231
"Nurmes",1989,11078
"Nurmes",1990,11037
"Nurmes",1991,10943
"Nurmes",1992,10945
"Nurmes",1993,10850
"Nurmes",1994,10794
"Nurmes",1995,10718
"Nurmes",2004,9193
"Nurmes",2005,9151
"Nurmes",2006,8950
"Nurmes",2007,8816
"Nurmes",2008,8674
"Nurmes",2009,8573
"Nurmes",2010,8508
"Nurmes",2011,8359
"Nurmes",2012,8308
"Nurmes",2013,8191
"Nurmijärvi",1986,24731
"Nurmijärvi",1987,25322
"Nurmijärvi",1988,26031
"Nurmijärvi",1989,26863
"Nurmijärvi",1990,27398
"Nurmijärvi",1991,28141
"Nurmijärvi",1992,28683
"Nurmijärvi",1993,29576
"Nurmijärvi",1994,29921
"Nurmijärvi",1995,30014
"Nurmijärvi",2004,36568
"Nurmijärvi",2005,37391
"Nurmijärvi",2006,38006
"Nurmijärvi",2007,38633
"Nurmijärvi",2008,39018
"Nurmijärvi",2009,39628
"Nurmijärvi",2010,39937
"Nurmijärvi",2011,40349
"Nurmijärvi",2012,40719
"Nurmijärvi",2013,41178
"Nurmo",1986,8383
"Nurmo",1987,8533
"Nurmo",1988,8626
"Nurmo",1989,8816
"Nurmo",1990,9035
"Nurmo",1991,9207
"Nurmo",1992,9316
"Nurmo",1993,9874
"Nurmo",1994,9985
"Nurmo",1995,10238
"Nurmo",2004,11795
"Nurmo",2005,11968
"Nurmo",2006,12303
"Nurmo",2007,12477
"Nurmo",2008,12677
"Nurmo",2009,0
"Nurmo",2010,0
"Nurmo",2011,0
"Nurmo",2012,0
"Nurmo",2013,0
"Oravainen",1986,2638
"Oravainen",1987,2610
"Oravainen",1988,2587
"Oravainen",1989,2515
"Oravainen",1990,2493
"Oravainen",1991,2454
"Oravainen",1992,2475
"Oravainen",1993,2450
"Oravainen",1994,2456
"Oravainen",1995,2432
"Oravainen",2004,2185
"Oravainen",2005,2193
"Oravainen",2006,2155
"Oravainen",2007,2204
"Oravainen",2008,2158
"Oravainen",2009,2207
"Oravainen",2010,2192
"Oravainen",2011,0
"Oravainen",2012,0
"Oravainen",2013,0
"Orimattila",1986,13448
"Orimattila",1987,13485
"Orimattila",1988,13523
"Orimattila",1989,13704
"Orimattila",1990,13893
"Orimattila",1991,14108
"Orimattila",1992,14240
"Orimattila",1993,14390
"Orimattila",1994,14282
"Orimattila",1995,14211
"Orimattila",2004,14408
"Orimattila",2005,14614
"Orimattila",2006,14674
"Orimattila",2007,14705
"Orimattila",2008,14810
"Orimattila",2009,14898
"Orimattila",2010,14902
"Orimattila",2011,16369
"Orimattila",2012,16300
"Orimattila",2013,16347
"Oripää",1986,1451
"Oripää",1987,1460
"Oripää",1988,1440
"Oripää",1989,1424
"Oripää",1990,1413
"Oripää",1991,1413
"Oripää",1992,1425
"Oripää",1993,1402
"Oripää",1994,1399
"Oripää",1995,1388
"Oripää",2004,1343
"Oripää",2005,1335
"Oripää",2006,1332
"Oripää",2007,1362
"Oripää",2008,1393
"Oripää",2009,1403
"Oripää",2010,1414
"Oripää",2011,1422
"Oripää",2012,1434
"Oripää",2013,1423
"Orivesi",1986,9080
"Orivesi",1987,9099
"Orivesi",1988,9158
"Orivesi",1989,9172
"Orivesi",1990,9221
"Orivesi",1991,9189
"Orivesi",1992,9181
"Orivesi",1993,9185
"Orivesi",1994,9139
"Orivesi",1995,9012
"Orivesi",2004,8890
"Orivesi",2005,8929
"Orivesi",2006,8910
"Orivesi",2007,9555
"Orivesi",2008,9632
"Orivesi",2009,9634
"Orivesi",2010,9617
"Orivesi",2011,9590
"Orivesi",2012,9571
"Orivesi",2013,9630
"Oulainen",1986,8234
"Oulainen",1987,8252
"Oulainen",1988,8247
"Oulainen",1989,8263
"Oulainen",1990,8221
"Oulainen",1991,8313
"Oulainen",1992,8399
"Oulainen",1993,8445
"Oulainen",1994,8465
"Oulainen",1995,8444
"Oulainen",2004,8129
"Oulainen",2005,8101
"Oulainen",2006,8086
"Oulainen",2007,7998
"Oulainen",2008,8047
"Oulainen",2009,7931
"Oulainen",2010,7889
"Oulainen",2011,7916
"Oulainen",2012,7847
"Oulainen",2013,7772
"Oulu",1986,97329
"Oulu",1987,97898
"Oulu",1988,98674
"Oulu",1989,98943
"Oulu",1990,100350
"Oulu",1991,101390
"Oulu",1992,102280
"Oulu",1993,104346
"Oulu",1994,106419
"Oulu",1995,109094
"Oulu",2004,127226
"Oulu",2005,128962
"Oulu",2006,130178
"Oulu",2007,131585
"Oulu",2008,133550
"Oulu",2009,139133
"Oulu",2010,141671
"Oulu",2011,143909
"Oulu",2012,146473
"Oulu",2013,193798
"Oulunsalo",1986,5750
"Oulunsalo",1987,5888
"Oulunsalo",1988,6074
"Oulunsalo",1989,6328
"Oulunsalo",1990,6467
"Oulunsalo",1991,6535
"Oulunsalo",1992,6708
"Oulunsalo",1993,6914
"Oulunsalo",1994,7023
"Oulunsalo",1995,7224
"Oulunsalo",2004,9192
"Oulunsalo",2005,9319
"Oulunsalo",2006,9291
"Oulunsalo",2007,9431
"Oulunsalo",2008,9511
"Oulunsalo",2009,9596
"Oulunsalo",2010,9599
"Oulunsalo",2011,9771
"Oulunsalo",2012,9864
"Oulunsalo",2013,0
"Outokumpu",1986,9685
"Outokumpu",1987,9689
"Outokumpu",1988,9391
"Outokumpu",1989,9339
"Outokumpu",1990,9334
"Outokumpu",1991,9307
"Outokumpu",1992,9259
"Outokumpu",1993,9057
"Outokumpu",1994,8991
"Outokumpu",1995,8887
"Outokumpu",2004,7803
"Outokumpu",2005,7758
"Outokumpu",2006,7743
"Outokumpu",2007,7688
"Outokumpu",2008,7551
"Outokumpu",2009,7492
"Outokumpu",2010,7411
"Outokumpu",2011,7377
"Outokumpu",2012,7343
"Outokumpu",2013,7262
"Padasjoki",1986,4500
"Padasjoki",1987,4512
"Padasjoki",1988,4545
"Padasjoki",1989,4488
"Padasjoki",1990,4431
"Padasjoki",1991,4399
"Padasjoki",1992,4380
"Padasjoki",1993,4322
"Padasjoki",1994,4253
"Padasjoki",1995,4178
"Padasjoki",2004,3637
"Padasjoki",2005,3639
"Padasjoki",2006,3597
"Padasjoki",2007,3531
"Padasjoki",2008,3513
"Padasjoki",2009,3448
"Padasjoki",2010,3423
"Padasjoki",2011,3369
"Padasjoki",2012,3333
"Padasjoki",2013,3279
"Paimio",1986,9019
"Paimio",1987,9093
"Paimio",1988,9207
"Paimio",1989,9346
"Paimio",1990,9539
"Paimio",1991,9615
"Paimio",1992,9700
"Paimio",1993,9795
"Paimio",1994,9810
"Paimio",1995,9832
"Paimio",2004,9808
"Paimio",2005,9876
"Paimio",2006,10000
"Paimio",2007,10010
"Paimio",2008,10145
"Paimio",2009,10334
"Paimio",2010,10402
"Paimio",2011,10471
"Paimio",2012,10591
"Paimio",2013,10590
"Pälkäne",1986,3909
"Pälkäne",1987,3901
"Pälkäne",1988,3899
"Pälkäne",1989,3950
"Pälkäne",1990,3946
"Pälkäne",1991,3987
"Pälkäne",1992,4021
"Pälkäne",1993,4137
"Pälkäne",1994,4160
"Pälkäne",1995,4222
"Pälkäne",2004,4342
"Pälkäne",2005,4456
"Pälkäne",2006,4503
"Pälkäne",2007,6970
"Pälkäne",2008,6989
"Pälkäne",2009,7012
"Pälkäne",2010,6950
"Pälkäne",2011,6882
"Pälkäne",2012,6838
"Pälkäne",2013,6795
"Paltamo",1986,5309
"Paltamo",1987,5226
"Paltamo",1988,5136
"Paltamo",1989,5144
"Paltamo",1990,5132
"Paltamo",1991,5055
"Paltamo",1992,4995
"Paltamo",1993,4895
"Paltamo",1994,4814
"Paltamo",1995,4760
"Paltamo",2004,4219
"Paltamo",2005,4183
"Paltamo",2006,4093
"Paltamo",2007,4071
"Paltamo",2008,3998
"Paltamo",2009,3917
"Paltamo",2010,3884
"Paltamo",2011,3807
"Paltamo",2012,3743
"Paltamo",2013,3620
"Parainen",1986,11614
"Parainen",1987,11732
"Parainen",1988,11810
"Parainen",1989,11944
"Parainen",1990,12085
"Parainen",1991,12177
"Parainen",1992,12162
"Parainen",1993,12200
"Parainen",1994,12130
"Parainen",1995,12079
"Parainen",2004,12024
"Parainen",2005,12063
"Parainen",2006,12146
"Parainen",2007,12160
"Parainen",2008,12262
"Parainen",2009,0
"Parainen",2010,0
"Parainen",2011,0
"Parainen",2012,15561
"Parainen",2013,15507
"Parikkala",1986,5560
"Parikkala",1987,5528
"Parikkala",1988,5448
"Parikkala",1989,5336
"Parikkala",1990,5316
"Parikkala",1991,5296
"Parikkala",1992,5239
"Parikkala",1993,5145
"Parikkala",1994,5043
"Parikkala",1995,4944
"Parikkala",2004,4377
"Parikkala",2005,6231
"Parikkala",2006,6151
"Parikkala",2007,6070
"Parikkala",2008,6007
"Parikkala",2009,5885
"Parikkala",2010,5787
"Parikkala",2011,5664
"Parikkala",2012,5591
"Parikkala",2013,5509
"Parkano",1986,8694
"Parkano",1987,8674
"Parkano",1988,8587
"Parkano",1989,8523
"Parkano",1990,8446
"Parkano",1991,8446
"Parkano",1992,8426
"Parkano",1993,8374
"Parkano",1994,8321
"Parkano",1995,8226
"Parkano",2004,7471
"Parkano",2005,7340
"Parkano",2006,7213
"Parkano",2007,7132
"Parkano",2008,7115
"Parkano",2009,7069
"Parkano",2010,6978
"Parkano",2011,6982
"Parkano",2012,6918
"Parkano",2013,6836
"Pattijoki",1986,5472
"Pattijoki",1987,5596
"Pattijoki",1988,5629
"Pattijoki",1989,5685
"Pattijoki",1990,5722
"Pattijoki",1991,5780
"Pattijoki",1992,5842
"Pattijoki",1993,6060
"Pattijoki",1994,6105
"Pattijoki",1995,6083
"Pattijoki",2004,0
"Pattijoki",2005,0
"Pattijoki",2006,0
"Pattijoki",2007,0
"Pattijoki",2008,0
"Pattijoki",2009,0
"Pattijoki",2010,0
"Pattijoki",2011,0
"Pattijoki",2012,0
"Pattijoki",2013,0
"Pedersöre",1986,9317
"Pedersöre",1987,9407
"Pedersöre",1988,9485
"Pedersöre",1989,9579
"Pedersöre",1990,9769
"Pedersöre",1991,9872
"Pedersöre",1992,10003
"Pedersöre",1993,10225
"Pedersöre",1994,10180
"Pedersöre",1995,10131
"Pedersöre",2004,0
"Pedersöre",2005,0
"Pedersöre",2006,0
"Pedersöre",2007,0
"Pedersöre",2008,0
"Pedersöre",2009,0
"Pedersöre",2010,0
"Pedersöre",2011,0
"Pedersöre",2012,0
"Pedersöre",2013,0
"Pedersören k.",1986,0
"Pedersören k.",1987,0
"Pedersören k.",1988,0
"Pedersören k.",1989,0
"Pedersören k.",1990,0
"Pedersören k.",1991,0
"Pedersören k.",1992,0
"Pedersören k.",1993,0
"Pedersören k.",1994,0
"Pedersören k.",1995,0
"Pedersören k.",2004,10511
"Pedersören k.",2005,10566
"Pedersören k.",2006,10623
"Pedersören k.",2007,10665
"Pedersören k.",2008,10757
"Pedersören k.",2009,10821
"Pedersören k.",2010,10893
"Pedersören k.",2011,10937
"Pedersören k.",2012,10940
"Pedersören k.",2013,10970
"Pelkosenniemi",1986,1580
"Pelkosenniemi",1987,1560
"Pelkosenniemi",1988,1550
"Pelkosenniemi",1989,1518
"Pelkosenniemi",1990,1528
"Pelkosenniemi",1991,1535
"Pelkosenniemi",1992,1484
"Pelkosenniemi",1993,1431
"Pelkosenniemi",1994,1406
"Pelkosenniemi",1995,1378
"Pelkosenniemi",2004,1152
"Pelkosenniemi",2005,1113
"Pelkosenniemi",2006,1076
"Pelkosenniemi",2007,1063
"Pelkosenniemi",2008,1046
"Pelkosenniemi",2009,1025
"Pelkosenniemi",2010,1008
"Pelkosenniemi",2011,973
"Pelkosenniemi",2012,963
"Pelkosenniemi",2013,966
"Pello",1986,5851
"Pello",1987,5827
"Pello",1988,5752
"Pello",1989,5684
"Pello",1990,5661
"Pello",1991,5663
"Pello",1992,5679
"Pello",1993,5614
"Pello",1994,5516
"Pello",1995,5420
"Pello",2004,4524
"Pello",2005,4477
"Pello",2006,4361
"Pello",2007,4216
"Pello",2008,4114
"Pello",2009,4021
"Pello",2010,3980
"Pello",2011,3912
"Pello",2012,3819
"Pello",2013,3739
"Peräseinäjoki",1986,4238
"Peräseinäjoki",1987,4227
"Peräseinäjoki",1988,4154
"Peräseinäjoki",1989,4109
"Peräseinäjoki",1990,4085
"Peräseinäjoki",1991,4100
"Peräseinäjoki",1992,4129
"Peräseinäjoki",1993,4090
"Peräseinäjoki",1994,4080
"Peräseinäjoki",1995,4040
"Peräseinäjoki",2004,3634
"Peräseinäjoki",2005,0
"Peräseinäjoki",2006,0
"Peräseinäjoki",2007,0
"Peräseinäjoki",2008,0
"Peräseinäjoki",2009,0
"Peräseinäjoki",2010,0
"Peräseinäjoki",2011,0
"Peräseinäjoki",2012,0
"Peräseinäjoki",2013,0
"Perho",1986,3408
"Perho",1987,3416
"Perho",1988,3449
"Perho",1989,3423
"Perho",1990,3413
"Perho",1991,3379
"Perho",1992,3405
"Perho",1993,3438
"Perho",1994,3414
"Perho",1995,3391
"Perho",2004,3005
"Perho",2005,3044
"Perho",2006,3004
"Perho",2007,3017
"Perho",2008,3020
"Perho",2009,2986
"Perho",2010,2934
"Perho",2011,2910
"Perho",2012,2923
"Perho",2013,2923
"Pernaja",1986,3634
"Pernaja",1987,3618
"Pernaja",1988,3586
"Pernaja",1989,3521
"Pernaja",1990,3598
"Pernaja",1991,3686
"Pernaja",1992,3751
"Pernaja",1993,3797
"Pernaja",1994,3804
"Pernaja",1995,3817
"Pernaja",2004,3893
"Pernaja",2005,3925
"Pernaja",2006,3994
"Pernaja",2007,4002
"Pernaja",2008,3944
"Pernaja",2009,3958
"Pernaja",2010,0
"Pernaja",2011,0
"Pernaja",2012,0
"Pernaja",2013,0
"Perniö",1986,6593
"Perniö",1987,6615
"Perniö",1988,6612
"Perniö",1989,6593
"Perniö",1990,6611
"Perniö",1991,6524
"Perniö",1992,6546
"Perniö",1993,6395
"Perniö",1994,6378
"Perniö",1995,6385
"Perniö",2004,6026
"Perniö",2005,5999
"Perniö",2006,5989
"Perniö",2007,5934
"Perniö",2008,5901
"Perniö",2009,0
"Perniö",2010,0
"Perniö",2011,0
"Perniö",2012,0
"Perniö",2013,0
"Pertteli",1986,3498
"Pertteli",1987,3484
"Pertteli",1988,3549
"Pertteli",1989,3569
"Pertteli",1990,3579
"Pertteli",1991,3563
"Pertteli",1992,3598
"Pertteli",1993,3617
"Pertteli",1994,3686
"Pertteli",1995,3693
"Pertteli",2004,3833
"Pertteli",2005,3903
"Pertteli",2006,3925
"Pertteli",2007,3974
"Pertteli",2008,4035
"Pertteli",2009,0
"Pertteli",2010,0
"Pertteli",2011,0
"Pertteli",2012,0
"Pertteli",2013,0
"Pertunmaa",1986,2595
"Pertunmaa",1987,2555
"Pertunmaa",1988,2500
"Pertunmaa",1989,2480
"Pertunmaa",1990,2511
"Pertunmaa",1991,2496
"Pertunmaa",1992,2412
"Pertunmaa",1993,2378
"Pertunmaa",1994,2354
"Pertunmaa",1995,2305
"Pertunmaa",2004,2115
"Pertunmaa",2005,2102
"Pertunmaa",2006,2059
"Pertunmaa",2007,2019
"Pertunmaa",2008,1979
"Pertunmaa",2009,1983
"Pertunmaa",2010,1936
"Pertunmaa",2011,1910
"Pertunmaa",2012,1857
"Pertunmaa",2013,1842
"Petäjävesi",1986,3720
"Petäjävesi",1987,3732
"Petäjävesi",1988,3735
"Petäjävesi",1989,3760
"Petäjävesi",1990,3771
"Petäjävesi",1991,3795
"Petäjävesi",1992,3822
"Petäjävesi",1993,3811
"Petäjävesi",1994,3788
"Petäjävesi",1995,3760
"Petäjävesi",2004,3682
