"Kunta","Vuosi","Kuntien tunnusluvut"
"Petäjävesi",2005,3703
"Petäjävesi",2006,3748
"Petäjävesi",2007,3859
"Petäjävesi",2008,3887
"Petäjävesi",2009,3979
"Petäjävesi",2010,4022
"Petäjävesi",2011,4065
"Petäjävesi",2012,4095
"Petäjävesi",2013,4125
"Pieksämäen mlk",1986,6536
"Pieksämäen mlk",1987,6579
"Pieksämäen mlk",1988,6605
"Pieksämäen mlk",1989,6681
"Pieksämäen mlk",1990,6794
"Pieksämäen mlk",1991,6884
"Pieksämäen mlk",1992,6905
"Pieksämäen mlk",1993,6845
"Pieksämäen mlk",1994,6828
"Pieksämäen mlk",1995,6727
"Pieksämäen mlk",2004,0
"Pieksämäen mlk",2005,0
"Pieksämäen mlk",2006,0
"Pieksämäen mlk",2007,0
"Pieksämäen mlk",2008,0
"Pieksämäen mlk",2009,0
"Pieksämäen mlk",2010,0
"Pieksämäen mlk",2011,0
"Pieksämäen mlk",2012,0
"Pieksämäen mlk",2013,0
"Pieksämäki",1986,14377
"Pieksämäki",1987,14346
"Pieksämäki",1988,14334
"Pieksämäki",1989,14208
"Pieksämäki",1990,14074
"Pieksämäki",1991,14011
"Pieksämäki",1992,13983
"Pieksämäki",1993,13750
"Pieksämäki",1994,13674
"Pieksämäki",1995,13483
"Pieksämäki",2004,12436
"Pieksämäki",2005,12363
"Pieksämäki",2006,12279
"Pieksämäki",2007,20476
"Pieksämäki",2008,20304
"Pieksämäki",2009,20151
"Pieksämäki",2010,19869
"Pieksämäki",2011,19700
"Pieksämäki",2012,19407
"Pieksämäki",2013,19288
"Pieksänmaa",1986,0
"Pieksänmaa",1987,0
"Pieksänmaa",1988,0
"Pieksänmaa",1989,0
"Pieksänmaa",1990,0
"Pieksänmaa",1991,0
"Pieksänmaa",1992,0
"Pieksänmaa",1993,0
"Pieksänmaa",1994,0
"Pieksänmaa",1995,0
"Pieksänmaa",2004,8691
"Pieksänmaa",2005,8603
"Pieksänmaa",2006,8467
"Pieksänmaa",2007,0
"Pieksänmaa",2008,0
"Pieksänmaa",2009,0
"Pieksänmaa",2010,0
"Pieksänmaa",2011,0
"Pieksänmaa",2012,0
"Pieksänmaa",2013,0
"Pielavesi",1986,7146
"Pielavesi",1987,7069
"Pielavesi",1988,7003
"Pielavesi",1989,6936
"Pielavesi",1990,6800
"Pielavesi",1991,6673
"Pielavesi",1992,6658
"Pielavesi",1993,6588
"Pielavesi",1994,6521
"Pielavesi",1995,6508
"Pielavesi",2004,5550
"Pielavesi",2005,5482
"Pielavesi",2006,5367
"Pielavesi",2007,5292
"Pielavesi",2008,5249
"Pielavesi",2009,5147
"Pielavesi",2010,5087
"Pielavesi",2011,5006
"Pielavesi",2012,4926
"Pielavesi",2013,4824
"Pietarsaari",1986,20447
"Pietarsaari",1987,20286
"Pietarsaari",1988,20119
"Pietarsaari",1989,19950
"Pietarsaari",1990,19865
"Pietarsaari",1991,19876
"Pietarsaari",1992,19955
"Pietarsaari",1993,19840
"Pietarsaari",1994,19908
"Pietarsaari",1995,19939
"Pietarsaari",2004,19467
"Pietarsaari",2005,19521
"Pietarsaari",2006,19557
"Pietarsaari",2007,19569
"Pietarsaari",2008,19667
"Pietarsaari",2009,19627
"Pietarsaari",2010,19656
"Pietarsaari",2011,19623
"Pietarsaari",2012,19680
"Pietarsaari",2013,19633
"Pihtipudas",1986,5946
"Pihtipudas",1987,5918
"Pihtipudas",1988,5819
"Pihtipudas",1989,5756
"Pihtipudas",1990,5688
"Pihtipudas",1991,5681
"Pihtipudas",1992,5660
"Pihtipudas",1993,5612
"Pihtipudas",1994,5593
"Pihtipudas",1995,5550
"Pihtipudas",2004,4984
"Pihtipudas",2005,4917
"Pihtipudas",2006,4843
"Pihtipudas",2007,4784
"Pihtipudas",2008,4700
"Pihtipudas",2009,4613
"Pihtipudas",2010,4563
"Pihtipudas",2011,4500
"Pihtipudas",2012,4441
"Pihtipudas",2013,4354
"Piikkiö",1986,5664
"Piikkiö",1987,5686
"Piikkiö",1988,5821
"Piikkiö",1989,6010
"Piikkiö",1990,6111
"Piikkiö",1991,6173
"Piikkiö",1992,6238
"Piikkiö",1993,6402
"Piikkiö",1994,6382
"Piikkiö",1995,6369
"Piikkiö",2004,6836
"Piikkiö",2005,7024
"Piikkiö",2006,7243
"Piikkiö",2007,7402
"Piikkiö",2008,7571
"Piikkiö",2009,0
"Piikkiö",2010,0
"Piikkiö",2011,0
"Piikkiö",2012,0
"Piikkiö",2013,0
"Piippola",1986,1517
"Piippola",1987,1522
"Piippola",1988,1525
"Piippola",1989,1512
"Piippola",1990,1501
"Piippola",1991,1486
"Piippola",1992,1489
"Piippola",1993,1501
"Piippola",1994,1526
"Piippola",1995,1492
"Piippola",2004,1347
"Piippola",2005,1337
"Piippola",2006,1303
"Piippola",2007,1255
"Piippola",2008,1255
"Piippola",2009,0
"Piippola",2010,0
"Piippola",2011,0
"Piippola",2012,0
"Piippola",2013,0
"Pirkkala",1986,10720
"Pirkkala",1987,10781
"Pirkkala",1988,10873
"Pirkkala",1989,11131
"Pirkkala",1990,11281
"Pirkkala",1991,11397
"Pirkkala",1992,11441
"Pirkkala",1993,11732
"Pirkkala",1994,11691
"Pirkkala",1995,11723
"Pirkkala",2004,14560
"Pirkkala",2005,14875
"Pirkkala",2006,15268
"Pirkkala",2007,15788
"Pirkkala",2008,16154
"Pirkkala",2009,16515
"Pirkkala",2010,17237
"Pirkkala",2011,17763
"Pirkkala",2012,18128
"Pirkkala",2013,18369
"Pohja",1986,5430
"Pohja",1987,5430
"Pohja",1988,5374
"Pohja",1989,5318
"Pohja",1990,5285
"Pohja",1991,5294
"Pohja",1992,5227
"Pohja",1993,5078
"Pohja",1994,5039
"Pohja",1995,5021
"Pohja",2004,4920
"Pohja",2005,4874
"Pohja",2006,4885
"Pohja",2007,4903
"Pohja",2008,4934
"Pohja",2009,0
"Pohja",2010,0
"Pohja",2011,0
"Pohja",2012,0
"Pohja",2013,0
"Polvijärvi",1986,6003
"Polvijärvi",1987,6033
"Polvijärvi",1988,6025
"Polvijärvi",1989,5966
"Polvijärvi",1990,5977
"Polvijärvi",1991,6004
"Polvijärvi",1992,6011
"Polvijärvi",1993,5863
"Polvijärvi",1994,5819
"Polvijärvi",1995,5730
"Polvijärvi",2004,5048
"Polvijärvi",2005,5008
"Polvijärvi",2006,4941
"Polvijärvi",2007,4931
"Polvijärvi",2008,4843
"Polvijärvi",2009,4821
"Polvijärvi",2010,4804
"Polvijärvi",2011,4778
"Polvijärvi",2012,4728
"Polvijärvi",2013,4664
"Pomarkku",1986,3029
"Pomarkku",1987,2981
"Pomarkku",1988,2936
"Pomarkku",1989,2964
"Pomarkku",1990,2950
"Pomarkku",1991,2931
"Pomarkku",1992,2945
"Pomarkku",1993,2881
"Pomarkku",1994,2838
"Pomarkku",1995,2808
"Pomarkku",2004,2578
"Pomarkku",2005,2528
"Pomarkku",2006,2515
"Pomarkku",2007,2536
"Pomarkku",2008,2512
"Pomarkku",2009,2482
"Pomarkku",2010,2460
"Pomarkku",2011,2415
"Pomarkku",2012,2373
"Pomarkku",2013,2340
"Pori",1986,78365
"Pori",1987,77763
"Pori",1988,77364
"Pori",1989,76768
"Pori",1990,76436
"Pori",1991,76344
"Pori",1992,76435
"Pori",1993,76422
"Pori",1994,76561
"Pori",1995,76627
"Pori",2004,76152
"Pori",2005,76144
"Pori",2006,76185
"Pori",2007,76255
"Pori",2008,76403
"Pori",2009,76631
"Pori",2010,83032
"Pori",2011,83133
"Pori",2012,83285
"Pori",2013,83497
"Pornainen",1986,2664
"Pornainen",1987,2747
"Pornainen",1988,2740
"Pornainen",1989,2865
"Pornainen",1990,3052
"Pornainen",1991,3245
"Pornainen",1992,3396
"Pornainen",1993,3645
"Pornainen",1994,3693
"Pornainen",1995,3714
"Pornainen",2004,4569
"Pornainen",2005,4760
"Pornainen",2006,4851
"Pornainen",2007,4914
"Pornainen",2008,4975
"Pornainen",2009,5067
"Pornainen",2010,5107
"Pornainen",2011,5122
"Pornainen",2012,5137
"Pornainen",2013,5145
"Porvoo",1986,0
"Porvoo",1987,0
"Porvoo",1988,0
"Porvoo",1989,0
"Porvoo",1990,0
"Porvoo",1991,0
"Porvoo",1992,0
"Porvoo",1993,0
"Porvoo",1994,0
"Porvoo",1995,0
"Porvoo",2004,46793
"Porvoo",2005,46982
"Porvoo",2006,47404
"Porvoo",2007,47832
"Porvoo",2008,48227
"Porvoo",2009,48599
"Porvoo",2010,48768
"Porvoo",2011,48833
"Porvoo",2012,49028
"Porvoo",2013,49426
"Posio",1986,5908
"Posio",1987,5839
"Posio",1988,5735
"Posio",1989,5640
"Posio",1990,5591
"Posio",1991,5472
"Posio",1992,5452
"Posio",1993,5380
"Posio",1994,5300
"Posio",1995,5260
"Posio",2004,4319
"Posio",2005,4247
"Posio",2006,4200
"Posio",2007,4087
"Posio",2008,4020
"Posio",2009,3945
"Posio",2010,3874
"Posio",2011,3818
"Posio",2012,3738
"Posio",2013,3647
"Pöytyä",1986,3627
"Pöytyä",1987,3620
"Pöytyä",1988,3586
"Pöytyä",1989,3630
"Pöytyä",1990,3631
"Pöytyä",1991,3696
"Pöytyä",1992,3751
"Pöytyä",1993,3786
"Pöytyä",1994,3764
"Pöytyä",1995,3748
"Pöytyä",2004,3706
"Pöytyä",2005,6232
"Pöytyä",2006,6231
"Pöytyä",2007,6291
"Pöytyä",2008,6289
"Pöytyä",2009,8459
"Pöytyä",2010,8494
"Pöytyä",2011,8474
"Pöytyä",2012,8569
"Pöytyä",2013,8590
"Pudasjärvi",1986,11454
"Pudasjärvi",1987,11421
"Pudasjärvi",1988,11286
"Pudasjärvi",1989,11191
"Pudasjärvi",1990,11146
"Pudasjärvi",1991,11184
"Pudasjärvi",1992,11233
"Pudasjärvi",1993,11176
"Pudasjärvi",1994,11083
"Pudasjärvi",1995,10958
"Pudasjärvi",2004,9561
"Pudasjärvi",2005,9380
"Pudasjärvi",2006,9217
"Pudasjärvi",2007,9142
"Pudasjärvi",2008,9031
"Pudasjärvi",2009,8947
"Pudasjärvi",2010,8827
"Pudasjärvi",2011,8695
"Pudasjärvi",2012,8620
"Pudasjärvi",2013,8537
"Pukkila",1986,1654
"Pukkila",1987,1664
"Pukkila",1988,1731
"Pukkila",1989,1763
"Pukkila",1990,1777
"Pukkila",1991,1840
"Pukkila",1992,1857
"Pukkila",1993,1862
"Pukkila",1994,1882
"Pukkila",1995,1867
"Pukkila",2004,1992
"Pukkila",2005,2024
"Pukkila",2006,2018
"Pukkila",2007,2022
"Pukkila",2008,2025
"Pukkila",2009,2004
"Pukkila",2010,2024
"Pukkila",2011,2016
"Pukkila",2012,2047
"Pukkila",2013,2036
"Pulkkila",1986,2077
"Pulkkila",1987,2086
"Pulkkila",1988,2079
"Pulkkila",1989,2050
"Pulkkila",1990,2047
"Pulkkila",1991,2056
"Pulkkila",1992,2039
"Pulkkila",1993,2005
"Pulkkila",1994,1977
"Pulkkila",1995,1941
"Pulkkila",2004,1680
"Pulkkila",2005,1632
"Pulkkila",2006,1611
"Pulkkila",2007,1612
"Pulkkila",2008,1567
"Pulkkila",2009,0
"Pulkkila",2010,0
"Pulkkila",2011,0
"Pulkkila",2012,0
"Pulkkila",2013,0
"Punkaharju",1986,4701
"Punkaharju",1987,4694
"Punkaharju",1988,4650
"Punkaharju",1989,4652
"Punkaharju",1990,4662
"Punkaharju",1991,4659
"Punkaharju",1992,4690
"Punkaharju",1993,4644
"Punkaharju",1994,4572
"Punkaharju",1995,4556
"Punkaharju",2004,4083
"Punkaharju",2005,4073
"Punkaharju",2006,4028
"Punkaharju",2007,3992
"Punkaharju",2008,3882
"Punkaharju",2009,3804
"Punkaharju",2010,3733
"Punkaharju",2011,3715
"Punkaharju",2012,3644
"Punkaharju",2013,0
"Punkalaidun",1986,4414
"Punkalaidun",1987,4388
"Punkalaidun",1988,4336
"Punkalaidun",1989,4278
"Punkalaidun",1990,4218
"Punkalaidun",1991,4139
"Punkalaidun",1992,4122
"Punkalaidun",1993,4086
"Punkalaidun",1994,4001
"Punkalaidun",1995,3931
"Punkalaidun",2004,3523
"Punkalaidun",2005,3450
"Punkalaidun",2006,3423
"Punkalaidun",2007,3405
"Punkalaidun",2008,3373
"Punkalaidun",2009,3333
"Punkalaidun",2010,3281
"Punkalaidun",2011,3236
"Punkalaidun",2012,3203
"Punkalaidun",2013,3173
"Puolanka",1986,5045
"Puolanka",1987,4962
"Puolanka",1988,4846
"Puolanka",1989,4799
"Puolanka",1990,4696
"Puolanka",1991,4616
"Puolanka",1992,4530
"Puolanka",1993,4438
"Puolanka",1994,4352
"Puolanka",1995,4286
"Puolanka",2004,3472
"Puolanka",2005,3408
"Puolanka",2006,3337
"Puolanka",2007,3225
"Puolanka",2008,3183
"Puolanka",2009,3123
"Puolanka",2010,3063
"Puolanka",2011,2997
"Puolanka",2012,2931
"Puolanka",2013,2878
"Puumala",1986,3595
"Puumala",1987,3560
"Puumala",1988,3488
"Puumala",1989,3481
"Puumala",1990,3428
"Puumala",1991,3433
"Puumala",1992,3398
"Puumala",1993,3372
"Puumala",1994,3316
"Puumala",1995,3251
"Puumala",2004,2864
"Puumala",2005,2807
"Puumala",2006,2758
"Puumala",2007,2723
"Puumala",2008,2645
"Puumala",2009,2549
"Puumala",2010,2477
"Puumala",2011,2419
"Puumala",2012,2374
"Puumala",2013,2319
"Pyhäjärvi",1986,7999
"Pyhäjärvi",1987,7973
"Pyhäjärvi",1988,7888
"Pyhäjärvi",1989,7830
"Pyhäjärvi",1990,7685
"Pyhäjärvi",1991,7660
"Pyhäjärvi",1992,7605
"Pyhäjärvi",1993,7563
"Pyhäjärvi",1994,7493
"Pyhäjärvi",1995,7404
"Pyhäjärvi",2004,6285
"Pyhäjärvi",2005,6271
"Pyhäjärvi",2006,6244
"Pyhäjärvi",2007,6124
"Pyhäjärvi",2008,6081
"Pyhäjärvi",2009,6001
"Pyhäjärvi",2010,5946
"Pyhäjärvi",2011,5887
"Pyhäjärvi",2012,5849
"Pyhäjärvi",2013,5731
"Pyhäjoki",1986,3689
"Pyhäjoki",1987,3708
"Pyhäjoki",1988,3697
"Pyhäjoki",1989,3693
"Pyhäjoki",1990,3728
"Pyhäjoki",1991,3765
"Pyhäjoki",1992,3786
"Pyhäjoki",1993,3866
"Pyhäjoki",1994,3876
"Pyhäjoki",1995,3875
"Pyhäjoki",2004,3502
"Pyhäjoki",2005,3478
"Pyhäjoki",2006,3430
"Pyhäjoki",2007,3400
"Pyhäjoki",2008,3353
"Pyhäjoki",2009,3373
"Pyhäjoki",2010,3393
"Pyhäjoki",2011,3361
"Pyhäjoki",2012,3311
"Pyhäjoki",2013,3356
"Pyhäntä",1986,1979
"Pyhäntä",1987,1984
"Pyhäntä",1988,2011
"Pyhäntä",1989,2075
"Pyhäntä",1990,2095
"Pyhäntä",1991,2097
"Pyhäntä",1992,2113
"Pyhäntä",1993,2108
"Pyhäntä",1994,2089
"Pyhäntä",1995,2060
"Pyhäntä",2004,1820
"Pyhäntä",2005,1834
"Pyhäntä",2006,1799
"Pyhäntä",2007,1763
"Pyhäntä",2008,1701
"Pyhäntä",2009,1648
"Pyhäntä",2010,1633
"Pyhäntä",2011,1584
"Pyhäntä",2012,1566
"Pyhäntä",2013,1545
"Pyhäranta",1986,2330
"Pyhäranta",1987,2364
"Pyhäranta",1988,2367
"Pyhäranta",1989,2365
"Pyhäranta",1990,2367
"Pyhäranta",1991,2389
"Pyhäranta",1992,2385
"Pyhäranta",1993,2446
"Pyhäranta",1994,2416
"Pyhäranta",1995,2375
"Pyhäranta",2004,2251
"Pyhäranta",2005,2218
"Pyhäranta",2006,2223
"Pyhäranta",2007,2215
"Pyhäranta",2008,2236
"Pyhäranta",2009,2233
"Pyhäranta",2010,2236
"Pyhäranta",2011,2206
"Pyhäranta",2012,2199
"Pyhäranta",2013,2177
"Pyhäselkä",1986,5738
"Pyhäselkä",1987,5831
"Pyhäselkä",1988,5976
"Pyhäselkä",1989,6182
"Pyhäselkä",1990,6503
"Pyhäselkä",1991,6693
"Pyhäselkä",1992,6877
"Pyhäselkä",1993,7083
"Pyhäselkä",1994,7066
"Pyhäselkä",1995,7146
"Pyhäselkä",2004,7554
"Pyhäselkä",2005,7670
"Pyhäselkä",2006,7735
"Pyhäselkä",2007,7775
"Pyhäselkä",2008,7851
"Pyhäselkä",2009,0
"Pyhäselkä",2010,0
"Pyhäselkä",2011,0
"Pyhäselkä",2012,0
"Pyhäselkä",2013,0
"Pyhtää",1986,5361
"Pyhtää",1987,5382
"Pyhtää",1988,5375
"Pyhtää",1989,5376
"Pyhtää",1990,5416
"Pyhtää",1991,5496
"Pyhtää",1992,5463
"Pyhtää",1993,5489
"Pyhtää",1994,5482
"Pyhtää",1995,5428
"Pyhtää",2004,5167
"Pyhtää",2005,5138
"Pyhtää",2006,5141
"Pyhtää",2007,5140
"Pyhtää",2008,5123
"Pyhtää",2009,5146
"Pyhtää",2010,5355
"Pyhtää",2011,5372
"Pyhtää",2012,5377
"Pyhtää",2013,5384
"Pylkönmäki",1986,1346
"Pylkönmäki",1987,1348
"Pylkönmäki",1988,1340
"Pylkönmäki",1989,1318
"Pylkönmäki",1990,1309
"Pylkönmäki",1991,1292
"Pylkönmäki",1992,1279
"Pylkönmäki",1993,1240
"Pylkönmäki",1994,1252
"Pylkönmäki",1995,1227
"Pylkönmäki",2004,1034
"Pylkönmäki",2005,1007
"Pylkönmäki",2006,974
"Pylkönmäki",2007,956
"Pylkönmäki",2008,935
"Pylkönmäki",2009,0
"Pylkönmäki",2010,0
"Pylkönmäki",2011,0
"Pylkönmäki",2012,0
"Pylkönmäki",2013,0
"Raahe",1986,18919
"Raahe",1987,18735
"Raahe",1988,18579
"Raahe",1989,18569
"Raahe",1990,18556
"Raahe",1991,18310
"Raahe",1992,18270
"Raahe",1993,17994
"Raahe",1994,17862
"Raahe",1995,17788
"Raahe",2004,22527
"Raahe",2005,22408
"Raahe",2006,22399
"Raahe",2007,22430
"Raahe",2008,22571
"Raahe",2009,22501
"Raahe",2010,22562
"Raahe",2011,22593
"Raahe",2012,22640
"Raahe",2013,25507
"Rääkkylä",1986,3878
"Rääkkylä",1987,3854
"Rääkkylä",1988,3765
"Rääkkylä",1989,3684
"Rääkkylä",1990,3619
"Rääkkylä",1991,3562
"Rääkkylä",1992,3510
"Rääkkylä",1993,3433
"Rääkkylä",1994,3420
"Rääkkylä",1995,3364
"Rääkkylä",2004,2936
"Rääkkylä",2005,2838
"Rääkkylä",2006,2778
"Rääkkylä",2007,2735
"Rääkkylä",2008,2671
"Rääkkylä",2009,2625
"Rääkkylä",2010,2554
"Rääkkylä",2011,2532
"Rääkkylä",2012,2490
"Rääkkylä",2013,2467
"Raasepori",1986,0
"Raasepori",1987,0
"Raasepori",1988,0
"Raasepori",1989,0
"Raasepori",1990,0
"Raasepori",1991,0
"Raasepori",1992,0
"Raasepori",1993,0
"Raasepori",1994,0
"Raasepori",1995,0
"Raasepori",2004,0
"Raasepori",2005,0
"Raasepori",2006,0
"Raasepori",2007,0
"Raasepori",2008,0
"Raasepori",2009,28944
"Raasepori",2010,29065
"Raasepori",2011,28959
"Raasepori",2012,28829
"Raasepori",2013,28695
"Raisio",1986,19662
"Raisio",1987,19987
"Raisio",1988,20478
"Raisio",1989,20776
"Raisio",1990,20790
"Raisio",1991,21105
"Raisio",1992,21323
"Raisio",1993,21849
"Raisio",1994,22088
"Raisio",1995,22268
"Raisio",2004,23594
"Raisio",2005,23799
"Raisio",2006,23967
"Raisio",2007,24077
"Raisio",2008,24147
"Raisio",2009,24191
"Raisio",2010,24427
"Raisio",2011,24559
"Raisio",2012,24562
"Raisio",2013,24565
"Rantasalmi",1986,5281
"Rantasalmi",1987,5285
"Rantasalmi",1988,5245
"Rantasalmi",1989,5209
"Rantasalmi",1990,5181
"Rantasalmi",1991,5189
"Rantasalmi",1992,5152
"Rantasalmi",1993,5084
"Rantasalmi",1994,4970
"Rantasalmi",1995,4908
"Rantasalmi",2004,4409
"Rantasalmi",2005,4371
"Rantasalmi",2006,4321
"Rantasalmi",2007,4261
"Rantasalmi",2008,4145
"Rantasalmi",2009,4076
"Rantasalmi",2010,3996
"Rantasalmi",2011,3949
"Rantasalmi",2012,3921
"Rantasalmi",2013,3872
"Rantsila",1986,2446
"Rantsila",1987,2432
"Rantsila",1988,2390
"Rantsila",1989,2371
"Rantsila",1990,2328
"Rantsila",1991,2325
"Rantsila",1992,2300
"Rantsila",1993,2317
"Rantsila",1994,2319
"Rantsila",1995,2302
"Rantsila",2004,2072
"Rantsila",2005,2055
"Rantsila",2006,2040
"Rantsila",2007,2050
"Rantsila",2008,2000
"Rantsila",2009,0
"Rantsila",2010,0
"Rantsila",2011,0
"Rantsila",2012,0
"Rantsila",2013,0
"Ranua",1986,5560
"Ranua",1987,5547
"Ranua",1988,5596
"Ranua",1989,5670
"Ranua",1990,5682
"Ranua",1991,5666
"Ranua",1992,5704
"Ranua",1993,5742
"Ranua",1994,5687
"Ranua",1995,5575
"Ranua",2004,4871
"Ranua",2005,4715
"Ranua",2006,4632
"Ranua",2007,4512
"Ranua",2008,4428
"Ranua",2009,4407
"Ranua",2010,4337
"Ranua",2011,4262
"Ranua",2012,4227
"Ranua",2013,4154
"Rauma",1986,30922
"Rauma",1987,30909
"Rauma",1988,30788
"Rauma",1989,30439
"Rauma",1990,29912
"Rauma",1991,29773
"Rauma",1992,29857
"Rauma",1993,38133
"Rauma",1994,38217
"Rauma",1995,38162
"Rauma",2004,36673
"Rauma",2005,36589
"Rauma",2006,36522
"Rauma",2007,36783
"Rauma",2008,36492
"Rauma",2009,39793
"Rauma",2010,39715
"Rauma",2011,39820
"Rauma",2012,39842
"Rauma",2013,39979
"Rautalampi",1986,4661
"Rautalampi",1987,4608
"Rautalampi",1988,4533
"Rautalampi",1989,4480
"Rautalampi",1990,4414
"Rautalampi",1991,4408
"Rautalampi",1992,4391
"Rautalampi",1993,4352
"Rautalampi",1994,4266
"Rautalampi",1995,4226
"Rautalampi",2004,3707
"Rautalampi",2005,3678
"Rautalampi",2006,3603
"Rautalampi",2007,3592
"Rautalampi",2008,3538
"Rautalampi",2009,3520
"Rautalampi",2010,3475
"Rautalampi",2011,3481
"Rautalampi",2012,3444
"Rautalampi",2013,3426
"Rautavaara",1986,3187
"Rautavaara",1987,3127
"Rautavaara",1988,3091
"Rautavaara",1989,3048
"Rautavaara",1990,3001
"Rautavaara",1991,2971
"Rautavaara",1992,2928
"Rautavaara",1993,2876
"Rautavaara",1994,2826
"Rautavaara",1995,2779
"Rautavaara",2004,2137
"Rautavaara",2005,2090
"Rautavaara",2006,2061
"Rautavaara",2007,1988
"Rautavaara",2008,1949
"Rautavaara",2009,1918
"Rautavaara",2010,1872
"Rautavaara",2011,1848
"Rautavaara",2012,1813
"Rautavaara",2013,1784
"Rautjärvi",1986,5781
"Rautjärvi",1987,5710
"Rautjärvi",1988,5607
"Rautjärvi",1989,5499
"Rautjärvi",1990,5452
"Rautjärvi",1991,5414
"Rautjärvi",1992,5383
"Rautjärvi",1993,5301
"Rautjärvi",1994,5221
"Rautjärvi",1995,5121
"Rautjärvi",2004,4336
"Rautjärvi",2005,4273
"Rautjärvi",2006,4221
"Rautjärvi",2007,4176
"Rautjärvi",2008,4096
"Rautjärvi",2009,4037
"Rautjärvi",2010,3937
"Rautjärvi",2011,3832
"Rautjärvi",2012,3784
"Rautjärvi",2013,3682
"Reisjärvi",1986,3638
"Reisjärvi",1987,3614
"Reisjärvi",1988,3602
"Reisjärvi",1989,3622
"Reisjärvi",1990,3613
"Reisjärvi",1991,3614
"Reisjärvi",1992,3634
"Reisjärvi",1993,3604
"Reisjärvi",1994,3528
"Reisjärvi",1995,3533
"Reisjärvi",2004,3127
"Reisjärvi",2005,3106
"Reisjärvi",2006,3065
"Reisjärvi",2007,3039
"Reisjärvi",2008,2990
"Reisjärvi",2009,3020
"Reisjärvi",2010,2973
"Reisjärvi",2011,2996
"Reisjärvi",2012,2961
"Reisjärvi",2013,2925
"Renko",1986,2350
"Renko",1987,2396
"Renko",1988,2431
"Renko",1989,2413
"Renko",1990,2458
"Renko",1991,2471
"Renko",1992,2466
"Renko",1993,2426
"Renko",1994,2404
"Renko",1995,2356
"Renko",2004,2377
"Renko",2005,2352
"Renko",2006,2375
"Renko",2007,2380
"Renko",2008,2364
"Renko",2009,0
"Renko",2010,0
"Renko",2011,0
"Renko",2012,0
"Renko",2013,0
"Riihimäki",1986,24376
"Riihimäki",1987,24546
"Riihimäki",1988,24682
"Riihimäki",1989,24845
"Riihimäki",1990,24889
"Riihimäki",1991,25011
"Riihimäki",1992,25296
"Riihimäki",1993,25674
"Riihimäki",1994,25754
"Riihimäki",1995,25838
"Riihimäki",2004,26847
"Riihimäki",2005,27069
"Riihimäki",2006,27503
"Riihimäki",2007,28023
"Riihimäki",2008,28536
"Riihimäki",2009,28587
"Riihimäki",2010,28803
"Riihimäki",2011,29018
"Riihimäki",2012,29215
"Riihimäki",2013,29318
"Ristiina",1986,5376
"Ristiina",1987,5389
"Ristiina",1988,5397
"Ristiina",1989,5331
"Ristiina",1990,5332
"Ristiina",1991,5298
"Ristiina",1992,5313
"Ristiina",1993,5283
"Ristiina",1994,5257
"Ristiina",1995,5235
"Ristiina",2004,5096
"Ristiina",2005,5104
"Ristiina",2006,5070
"Ristiina",2007,4984
"Ristiina",2008,4963
"Ristiina",2009,4938
"Ristiina",2010,4900
"Ristiina",2011,4839
"Ristiina",2012,4793
"Ristiina",2013,0
"Ristijärvi",1986,2328
"Ristijärvi",1987,2293
"Ristijärvi",1988,2271
"Ristijärvi",1989,2225
"Ristijärvi",1990,2202
"Ristijärvi",1991,2149
"Ristijärvi",1992,2124
"Ristijärvi",1993,2068
"Ristijärvi",1994,2068
"Ristijärvi",1995,2045
"Ristijärvi",2004,1659
"Ristijärvi",2005,1626
"Ristijärvi",2006,1608
"Ristijärvi",2007,1575
"Ristijärvi",2008,1548
"Ristijärvi",2009,1521
"Ristijärvi",2010,1513
"Ristijärvi",2011,1489
"Ristijärvi",2012,1450
"Ristijärvi",2013,1427
"Rovan. mlk",1986,0
"Rovan. mlk",1987,0
"Rovan. mlk",1988,0
"Rovan. mlk",1989,0
"Rovan. mlk",1990,0
"Rovan. mlk",1991,0
"Rovan. mlk",1992,0
"Rovan. mlk",1993,0
"Rovan. mlk",1994,0
"Rovan. mlk",1995,0
"Rovan. mlk",2004,22123
"Rovan. mlk",2005,22171
"Rovan. mlk",2006,0
"Rovan. mlk",2007,0
"Rovan. mlk",2008,0
"Rovan. mlk",2009,0
"Rovan. mlk",2010,0
"Rovan. mlk",2011,0
"Rovan. mlk",2012,0
"Rovan. mlk",2013,0
"Rovaniemen mlk",1986,18990
"Rovaniemen mlk",1987,19089
"Rovaniemen mlk",1988,19369
"Rovaniemen mlk",1989,19735
"Rovaniemen mlk",1990,20168
"Rovaniemen mlk",1991,20482
"Rovaniemen mlk",1992,20839
"Rovaniemen mlk",1993,21616
"Rovaniemen mlk",1994,21711
"Rovaniemen mlk",1995,21809
"Rovaniemen mlk",2004,0
"Rovaniemen mlk",2005,0
"Rovaniemen mlk",2006,0
"Rovaniemen mlk",2007,0
"Rovaniemen mlk",2008,0
"Rovaniemen mlk",2009,0
"Rovaniemen mlk",2010,0
"Rovaniemen mlk",2011,0
"Rovaniemen mlk",2012,0
"Rovaniemen mlk",2013,0
"Rovaniemi",1986,32771
"Rovaniemi",1987,32786
"Rovaniemi",1988,32915
"Rovaniemi",1989,32918
"Rovaniemi",1990,33036
"Rovaniemi",1991,33521
"Rovaniemi",1992,33941
"Rovaniemi",1993,34438
"Rovaniemi",1994,34895
